"Date","Risk","media_mentions","media_mentions_windsor","log_media_mentions","log_media_mentions_windsor","dd_media_mentions","dd_media_mentions_windsor","dd_log_media_mentions","dd_log_media_mentions_windsor","Deaths","Deaths_windsor","log_Deaths","log_Deaths_windsor","dd_Deaths","dd_Deaths_windsor","dd_log_Deaths","dd_log_Deaths_windsor"
"2002-05-01","Heart",198,198,5.28826703069454,5.28826703069454,14.1884920634921,8.34373015873015,0.0520718811206278,0.0393366254234557,61462,61462,11.0261743766454,11.0261743766454,348.125,348.125,0.00622041652947125,0.00622041652947125
"2002-05-01","Homicide",566,566,6.33859407820318,6.33859407820318,-4.10714285714289,-4.10714285714289,-0.00911498070791961,-0.00911498070791872,1428,1428,7.26403014289953,7.26403014289953,-66.9027777777778,-67.0476785714284,-0.043191759963582,-0.0432544524962468
"2002-05-01","Influenza",33,33,3.49650756146648,3.49650756146648,-10.7242063492063,-22.390873015873,-0.305284823099266,-0.328311182388771,4849,4849,8.48652777710535,8.48652777710535,-29.2142857142853,-29.2142857142862,0.0161114673189999,0.0161114673189999
"2002-05-01","Overdose",119,119,4.77912349311153,4.77912349311153,-24.4226190476191,-23.5864285714286,-0.167736460605295,-0.165057545093419,1922,1922,7.56112158953024,7.56112158953024,-113.609126984127,-54.0229365079363,-0.0164082290134466,-0.00960572848302021
"2002-05-01","Respiratory Diseases",67,67,4.20469261939097,4.20469261939097,10.9424603174603,7.27579365079365,0.137660368956434,0.116422507566257,9937,9937,9.20402044323136,9.20402044323136,-118.410714285714,-118.410714285714,-0.0198758871553775,-0.0198758871553775
"2002-05-01","STDs",175,175,5.16478597392351,5.16478597392351,-13.8353174603174,-13.7400793650794,-0.0803784256332829,-0.0800107091526199,1208,1208,7.09672137849476,7.09672137849476,91.3234126984128,91.3408333333334,0.0824216232617818,0.0824664786310265
"2002-05-01","Stroke",143,143,4.96284463025991,4.96284463025991,-27.9305555555555,-27.9305555555555,-0.181422164626361,-0.18142216462636,13383,13383,9.50174052379638,9.50174052379638,193.724206349207,193.724206349205,0.0157706372905135,0.0157706372905135
"2002-05-01","Suicide",393,393,5.97380961186926,5.97380961186926,-162.05753968254,-11.7799206349206,-0.37527142698152,-0.0514867507602812,2775,2775,7.92840602618053,7.92840602618053,-115.27380952381,-115.27380952381,-0.0337030732480228,-0.0337030732480228
"2002-05-01","Terrorism",1167,1167,7.06219163228656,7.06219163228656,-14.2440476190475,-14.0940476190476,-0.101588005205146,-0.100180443193644,0,0,-Inf,-Inf,0.0952380952381002,0.0952380952380952,NA,NA
"2002-05-01","Traffic Accidents",113,113,4.72738781871234,4.72738781871234,2.31547619047619,0.493571428571428,0.0172466610737558,0.00668298256448452,4170,4170,8.33567131479285,8.33567131479285,163.281746031746,163.281746031746,0.0315397575468896,0.0315397575468896
"2002-06-01","Alzheimers",83,83,4.4188406077966,4.4188406077966,15.1686507936508,15.7224603174603,0.193715572086902,0.196971001173555,4079,4079,8.31360713931756,8.31360713931756,82.6626984126988,80.528888888889,-0.017817550901114,-0.0179861693179539
"2002-06-01","Cancer",561,561,6.3297209055227,6.3297209055227,76.8630952380952,74.5240476190476,0.147289674923361,0.143835386405989,44427,44427,10.7016026717056,10.7016026717056,-880.503968253965,-880.503968253965,-0.0204041625862583,-0.0204041625862565
"2002-06-01","COVID-19",67,67,4.20469261939097,4.20469261939097,101.912698412698,78.721746031746,0.430106234022971,0.426941442561696,0,0,-Inf,-Inf,1267.25,1140.81361111111,NA,NA
"2002-06-01","Diabetes",75,75,4.31748811353631,4.31748811353631,-20.202380952381,-20.1547619047619,-0.23055332417367,-0.230286550099923,5657,5657,8.64064899534316,8.64064899534316,-110.468253968254,-113.783214285714,-0.0215334726893648,-0.0218844873665898
"2002-06-01","Heart",183,183,5.20948615284142,5.20948615284142,-8.23214285714286,-8.89547619047619,-0.0396331435204909,-0.0420631516687182,57526,57526,10.9599922984987,10.9599922984987,-441.124999999993,-441.125,-0.0032447907887736,-0.0032447907887736
"2002-06-01","Homicide",519,519,6.25190388316589,6.25190388316589,-50.2063492063492,-43.468253968254,-0.082390487499997,-0.0736972763729815,1450,1450,7.27931883541462,7.27931883541462,0.34920634920627,0.34920634920627,0.00281656946951436,0.00281656946951525
"2002-06-01","Influenza",28,28,3.3322045101752,3.3322045101752,19.0952380952381,18.207619047619,0.0900561633254853,0.0808304838742067,4346,4346,8.37701116081637,8.37701116081637,-100.795634920635,-100.795634920635,-0.00558526004600246,-0.00558526004600246
"2002-06-01","Overdose",125,125,4.8283137373023,4.8283137373023,11.1329365079365,10.2967460317461,0.0769317231828976,0.074252807671022,1845,1845,7.52023455647463,7.52023455647463,97.5198412698412,37.9336507936507,0.00427170508149555,-0.00253079544893087
"2002-06-01","Respiratory Diseases",68,68,4.21950770517611,4.21950770517611,7.11111111111112,6.28539682539682,0.092894198001428,0.086450077150654,9274,9274,9.13497006495141,9.13497006495141,382.70238095238,382.70238095238,0.0247685504643762,0.0247685504643762
"2002-06-01","STDs",204,204,5.31811999384422,5.31811999384422,21.6269841269841,23.1031746031746,0.119080378509805,0.117190571955878,1121,1121,7.02197642307216,7.02197642307216,-52.9880952380954,-53.1506746031748,-0.036232061240038,-0.036647697064538
"2002-06-01","Stroke",227,227,5.4249500174814,5.4249500174814,58.1309523809524,58.1309523809524,0.312018628592688,0.312018628592688,12140,12140,9.40426106461349,9.40426106461349,-437.424603174602,-444.610317460316,-0.02605465293842,-0.0267910740151667
"2002-06-01","Suicide",368,368,5.90808293816893,5.90808293816893,-8.61309523809518,-8.61309523809524,0.00507272807009329,0.00507272807009329,2588,2588,7.85864065562079,7.85864065562079,-100.025793650794,-95.61876984127,-0.0408388223876202,-0.0398334822974871
"2002-06-01","Terrorism",1121,1121,7.02197642307216,7.02197642307216,-40.4543650793651,-40.4543650793651,-0.0163425129686825,-0.0163425129686816,0,0,-Inf,-Inf,-1.90079365079365,-1.39079365079365,NA,NA
"2002-06-01","Traffic Accidents",110,110,4.70048036579242,4.70048036579242,1.72817460317459,1.72817460317459,0.00838571772502839,0.00838571772502839,4308,4308,8.36822903827628,8.36822903827628,65.9861111111113,65.9861111111113,0.013616948560049,0.013616948560049
"2002-07-01","Alzheimers",59,59,4.07753744390572,4.07753744390572,-24.6726190476191,-25.2174603174603,-0.361897436187875,-0.364965831003841,4260,4260,8.35702443926342,8.35702443926342,23.3690476190468,25.4396031746028,0.0214767868902719,0.0214692503166347
"2002-07-01","Cancer",516,516,6.24610676548156,6.24610676548156,-49.7857142857143,-49.7857142857142,-0.093975977773316,-0.093975977773316,46572,46572,10.7487547811569,10.7487547811569,540.694444444445,541.37972222222,0.0132331266941623,0.0132462104769058
"2002-07-01","COVID-19",99,99,4.59511985013459,4.59511985013459,89.5376984126984,99.5417857142857,0.466306201605118,0.46757330908994,0,0,-Inf,-Inf,-477.238095238095,-246.037996031746,NA,NA
"2002-07-01","Diabetes",69,69,4.23410650459726,4.23410650459726,-1.60119047619047,-1.79015873015874,-0.0249263352901501,-0.0325659549827124,5778,5778,8.66181288102618,8.66181288102618,46.3015873015875,53.6860515873022,0.0102859446574772,0.0111786204233102
"2002-07-01","Heart",239,239,5.47646355193151,5.47646355193151,62.1587301587302,62.0386507936508,0.309502867871421,0.304314179162825,58972,58972,10.9848180339697,10.9848180339697,658.875,653.469563492064,0.00999091652929884,0.00991971140298809
"2002-07-01","Homicide",455,455,6.12029741895095,6.12029741895095,-51.0654761904761,-57.3670634920635,-0.118952142061723,-0.127094016636392,1638,1638,7.40123126441302,7.40123126441302,66.7757936507937,67.7959920634921,0.0439649558459134,0.0444038839689309
"2002-07-01","Influenza",28,28,3.3322045101752,3.3322045101752,3.76785714285714,6.81650793650794,0.113092660971974,0.125729577339152,4136,4136,8.32748441618826,8.32748441618826,-61.0853174603171,-61.0853174603171,-0.0126939758847602,-0.0126939758847602
"2002-07-01","Overdose",110,110,4.70048036579242,4.70048036579242,-20.125,-19.4792857142857,-0.153484265319593,-0.151402461676895,1894,1894,7.54644627374602,7.54644627374602,-36.9007936507937,-30.4682142857146,-0.00469055460261369,-0.00388342823123988
"2002-07-01","Respiratory Diseases",48,48,3.87120101090789,3.87120101090789,-22.0813492063492,-21.5931746031746,-0.366870069530363,-0.363666930243992,9086,9086,9.11449004631935,9.11449004631935,135.896825396825,139.695476190476,0.0119680422503379,0.0124333026356336
"2002-07-01","STDs",244,244,5.4971682252932,5.4971682252932,46.7142857142857,44.9503571428571,0.214031455388053,0.214800971062749,1163,1163,7.05875815251866,7.05875815251866,21.8948412698414,22.01125,0.00954684798874439,0.00989592610157697
"2002-07-01","Stroke",233,233,5.4510384535657,5.4510384535657,4.82936507936506,4.82686507936509,0.025141880002308,0.0251323265269177,12379,12379,9.42375676753181,9.42375676753181,73.2103174603162,79.1471230158731,0.00382632927875548,0.00448628341415613
"2002-07-01","Suicide",243,243,5.49306144334055,5.49306144334055,-117.130952380952,-117.078333333333,-0.387939766632081,-0.387548528658924,2813,2813,7.94200680848986,7.94200680848986,119.069444444444,118.134087301587,0.0501484062061159,0.049958315144111
"2002-07-01","Terrorism",884,884,6.78445706263764,6.78445706263764,-210.831349206349,-211.191071428571,-0.162710586878909,-0.16617006688436,3,3,1.09861228866811,1.09861228866811,4.70436507936508,4.19436507936508,NA,NA
"2002-07-01","Traffic Accidents",108,108,4.68213122712422,4.68213122712422,-1.24007936507935,-1.24007936507935,-0.0137824084411236,-0.0137824084411236,4573,4548.66,8.42792472365806,8.42258796307523,51.4087301587301,36.4982539682537,0.0068558758910946,0.00356169700545195
"2002-08-01","Alzheimers",86,86,4.45434729625351,4.45434729625351,28.422619047619,28.422619047619,0.401992310662666,0.401992310662667,4419,4419,8.39366870513074,8.39366870513074,107.781746031746,109.257936507937,0.0272471336902829,0.0277076552880136
"2002-08-01","Cancer",527,527,6.26720054854136,6.26720054854136,11.3650793650794,11.2450793650794,0.0220924051411586,0.0217709121984182,46681,46681,10.7510925086218,10.7510925086218,-318.694444444445,-319.37972222222,-0.00658548938627668,-0.00659857316902013
"2002-08-01","COVID-19",68,68,4.21950770517611,4.21950770517611,-30.1071428571429,-30.3752380952381,-0.35721604442529,-0.364512515024633,0,0,-Inf,-Inf,0.061507936507935,0.0615079365079367,NA,NA
"2002-08-01","Diabetes",85,85,4.44265125649032,4.44265125649032,17.4960317460317,17.9069841269841,0.207957636772441,0.216486049412794,5593,5593,8.62927109482159,8.62927109482159,-132.400793650794,-136.983174603175,-0.0238103624402335,-0.0246980826209597
"2002-08-01","Heart",212,212,5.35658627467201,5.35658627467201,-24.1944444444445,-23.4201587301587,-0.106161633181181,-0.0989874009771281,57624,57624,10.9616944265692,10.9616944265692,-483.92658730159,-479.536150793647,-0.00714912367863363,-0.00709142936089968
"2002-08-01","Homicide",443,443,6.09356977004514,6.09356977004514,-5.47817460317464,-5.47817460317458,-0.0069059872446875,-0.0069059872446875,1628,1628,7.39510754656249,7.39510754656249,70.2896825396824,70.2896825396824,0.0436526189538124,0.0436526189538116
"2002-08-01","Influenza",47,47,3.85014760171006,3.85014760171006,9.44444444444444,9.3668253968254,0.297286031914636,0.292041516923296,4076,4076,8.31287139434261,8.31287139434261,60.4880952380954,57.6052380952387,0.0197245663410079,0.0187749177277521
"2002-08-01","Overdose",121,121,4.79579054559674,4.79579054559674,9.82936507936508,9.1836507936508,0.0811202684302614,0.0790384647875637,1831,1831,7.51261754467451,7.51261754467451,3.16865079365107,3.16865079365107,-0.00989164505902895,-0.00989164505902895
"2002-08-01","Respiratory Diseases",48,48,3.87120101090789,3.87120101090789,3.47619047619048,3.28571428571428,0.072969469544375,0.0669655724743237,8733,8733,9.07486423241373,9.07486423241373,2.66269841269786,-18.1530158730147,-0.00367600157703407,-0.00621834155201384
"2002-08-01","STDs",161,161,5.08140436498446,5.08140436498446,-69.5119047619048,-69.5119047619048,-0.341654730183499,-0.341654730183499,1181,1181,7.07411681619736,7.07411681619736,14.5674603174602,14.5962103174604,0.0178847736007173,0.01790647594314
"2002-08-01","Stroke",232,232,5.44673737166631,5.44673737166631,-7.48015873015873,-6.08682539682542,-0.030477669849108,-0.0253131472771573,12119,12119,9.40252974796849,9.40252974796849,-294.74007936508,-293.753670634922,-0.0242607699291408,-0.0242005428779422
"2002-08-01","Suicide",227,227,5.4249500174814,5.4249500174814,-16.1626984126984,-16.1277579365079,-0.0666278474833595,-0.0666624164082439,2791,2791,7.93415523353632,7.93415523353632,0.15079365079373,-2.51587301587324,0.000856078681485961,0.000239927140000873
"2002-08-01","Terrorism",877,877,6.77650699237218,6.77650699237218,-25.2936507936508,-24.9055555555556,-0.0597389522989049,-0.0560080491364783,0,0,-Inf,-Inf,-3.42460317460318,-3.42460317460317,NA,NA
"2002-08-01","Traffic Accidents",117,117,4.76217393479776,4.76217393479776,-2.21428571428571,-2.18428571428571,-0.0093922700233886,-0.00920786434682963,4462,4462,8.40335237499248,8.40335237499248,-73.906746031746,-58.9962698412696,-0.01621022754804,-0.0129160486623974
"2002-09-01","Alzheimers",57,57,4.04305126783455,4.04305126783455,-27.1428571428571,-27.2504761904762,-0.376078159247177,-0.378322570495436,4448,4448,8.40020983593042,8.40020983593042,-2.70436507936483,-2.28436507936567,-0.000136769251600555,-6.55316691222652e-06
"2002-09-01","Cancer",433,433,6.07073772800249,6.07073772800249,-78.436507936508,-78.316507936508,-0.162933454972084,-0.162611962029344,45475,45475,10.7249180033863,10.7249180033863,163.706349206346,163.706349206346,0.0025144449809158,0.0025144449809158
"2002-09-01","COVID-19",51,51,3.93182563272433,3.93182563272433,1.56150793650792,1.82960317460316,-0.2438480058198,-0.236551535220458,0,0,-Inf,-Inf,14.2837301587302,14.2837301587302,NA,NA
"2002-09-01","Diabetes",81,81,4.39444915467244,4.39444915467244,1.33928571428572,1.33928571428572,0.00937763892591637,0.00937763892591725,5594,5594,8.6294498737619,8.6294498737619,59.7857142857147,63.7380952380954,0.0102087510176041,0.0109754014536687
"2002-09-01","Heart",200,200,5.29831736654804,5.29831736654804,-7.35317460317461,-7.41317460317458,-0.0324071938275017,-0.032926095442261,56310,56310,10.9386274182487,10.9386274182487,-400.809523809519,-471.484880952383,-0.00579076613058405,-0.00722135561243675
"2002-09-01","Homicide",522,522,6.25766758788264,6.25766758788264,98.515873015873,98.275873015873,0.202403097863868,0.201698280580089,1687,1687,7.43070708254597,7.43070708254597,133.097222222222,133.097222222222,0.0850360332442186,0.0850360332442195
"2002-09-01","Influenza",44,44,3.78418963391826,3.78418963391826,-6.56944444444444,-7.41123015873016,-0.168449475434524,-0.164793657389617,4099,4099,8.31849832050434,8.31849832050434,-37.3571428571431,-42.630000000001,-0.010247755118181,-0.0120470898319436
"2002-09-01","Overdose",128,128,4.85203026391962,4.85203026391962,7.40079365079366,7.08507936507937,0.0719834590273898,0.0687709887631458,1723,1723,7.45182223652793,7.45182223652793,40.9980158730159,40.1389682539684,-0.00819334390224835,-0.00888500967424211
"2002-09-01","Respiratory Diseases",55,55,4.00733318523247,4.00733318523247,6.98412698412699,7.17460317460318,0.113027623191825,0.119031520261876,8520,8520,9.05017161982336,9.05017161982336,-60.4206349206343,-68.9030158730166,-0.00934530738993189,-0.0103855873193091
"2002-09-01","STDs",167,167,5.11799381241676,5.11799381241676,4.5277777777778,4.52777777777777,0.0260255491618482,0.0260255491618482,1139,1139,7.03790596344718,7.03790596344718,-15.218253968254,-16.8744444444444,-0.00190350963682473,-0.00631858926950901
"2002-09-01","Stroke",173,173,5.15329159449778,5.15329159449778,-16.7519841269841,-18.1453174603175,-0.0558306841900782,-0.060995206762029,12321,12321,9.41906040262467,9.41906040262467,295.17261904762,289.80625,0.0252990938449908,0.0247426380348372
"2002-09-01","Suicide",269,269,5.59471137960184,5.59471137960184,29.9801587301587,30.2108134920635,0.129456041932245,0.129773415160856,2648,2648,7.8815599170569,7.8815599170569,9.16468253968287,7.75468253968302,-0.00410744370852623,-0.00457448656977633
"2002-09-01","Terrorism",1482,1482,7.30114780585603,7.30114780585603,373.293650793651,444.779365079365,0.253143705106607,0.277536598432343,0,0,-Inf,-Inf,-141.281746031746,-0.00984126984127365,NA,NA
"2002-09-01","Traffic Accidents",161,161,5.08140436498446,5.08140436498446,57.0238095238095,56.9938095238095,0.43517813696131,0.43499373128475,4298,4298,8.36590507720246,8.36590507720246,51.8194444444448,51.8194444444448,0.0175917126562588,0.0175917126562588
"2002-10-01","Alzheimers",85,85,4.44265125649032,4.44265125649032,23.0138888888889,23.1202579365079,0.338358137560766,0.340576676560001,5076,5076,8.53227882883428,8.53227882883428,-68.3075396825398,-68.6675396825394,0.0228238753755949,0.0227944035485859
"2002-10-01","Cancer",579,579,6.361302477573,6.361302477573,88.5694444444445,89.2894444444444,0.177203329751347,0.178293559673998,47437,47437,10.767157793898,10.767157793898,-140.039682539682,-140.039682539682,-0.00153534675551725,-0.00153534675551725
"2002-10-01","COVID-19",59,59,4.07753744390572,4.07753744390572,20.4365079365079,16.434503968254,-0.00321540151748145,-0.00371233240754254,0,0,-Inf,-Inf,144.293650793651,101.236170634921,NA,NA
"2002-10-01","Diabetes",68,68,4.21950770517611,4.21950770517611,-16.7003968253968,-17.0407341269841,-0.20836316447302,-0.211766993696351,5821,5821,8.66922734727174,8.66922734727174,-142.369047619048,-143.100892857143,-0.023075686313522,-0.0231044923195043
"2002-10-01","Heart",194,194,5.26785815906333,5.26785815906333,-23.5714285714286,-23.4808928571429,-0.126927705739348,-0.126075927288594,60807,60807,11.0154601929061,11.0154601929061,183.053571428565,254.743928571428,-0.00140764608657307,3.64542038564508e-05
"2002-10-01","Homicide",625,625,6.4377516497364,6.4377516497364,49.8769841269842,52.9651984126984,0.0794282820878829,0.0840078687830168,1481,1481,7.3004728142678,7.3004728142678,-202.791666666667,-202.791666666667,-0.128995735114186,-0.128995735114186
"2002-10-01","Influenza",42,42,3.73766961828337,3.73766961828337,-39.9007936507937,-41.3388095238095,-0.471022503838393,-0.473654883434444,4673,4673,8.44955654270043,8.44955654270043,3.28769841269786,11.4434126984133,-0.0143379862797808,-0.0115890029527606
"2002-10-01","Overdose",149,149,5.00394630594546,5.00394630594546,8.13888888888887,8.81460317460318,0.0630758342509541,0.0674601623627504,1840,1840,7.51752085060303,7.51752085060303,63.8353174603171,61.9781746031742,0.0444286844383708,0.0428981506663808
"2002-10-01","Respiratory Diseases",54,54,3.98898404656427,3.98898404656427,-6.04166666666667,-6.22884920634921,-0.110482734091576,-0.111636150018282,9286,9286,9.13626316857987,9.13626316857987,-116.402777777777,-87.1046825396825,-0.0024429250486655,0.00113969485569143
"2002-10-01","STDs",183,183,5.20948615284142,5.20948615284142,9.40277777777777,9.39402777777778,0.0485328435499683,0.0484986356227601,1179,1179,7.07242190053737,7.07242190053737,-15.5376984126983,-13.8815079365079,-0.0378068158299092,-0.0333917361972249
"2002-10-01","Stroke",167,167,5.11799381241676,5.11799381241676,-13.547619047619,-13.547619047619,-0.0740193725791283,-0.0740193725791283,13319,13319,9.49694686620103,9.49694686620103,72.7857142857138,78.414583333335,-0.00223690599159987,-0.00166421029129893
"2002-10-01","Suicide",251,251,5.52545293913178,5.52545293913178,-33.7043650793651,-34.0200793650793,-0.151954454563424,-0.15261067975589,2589,2589,7.85902697975154,7.85902697975154,-71.9742063492067,-71.3142063492064,-0.02944879632396,-0.0291564922789345
"2002-10-01","Terrorism",1014,1014,6.92165818415113,6.92165818415113,-425.589285714286,-411.636904761905,-0.323025665869284,-0.319438622873023,0,0,-Inf,-Inf,138.781746031746,-1.12301587301587,NA,NA
"2002-10-01","Traffic Accidents",161,161,5.08140436498446,5.08140436498446,-10.6706349206349,-10.6706349206349,-0.0929226396721745,-0.0929226396721745,4209,4209,8.34498036877057,8.34498036877057,-202.440476190477,-202.440476190477,-0.0499765315793006,-0.0499765315793006
"2002-11-01","Alzheimers",65,65,4.17438726989564,4.17438726989564,-20.9980158730159,-20.4930753968254,-0.262343299599314,-0.259385077100476,5375,5375,8.58951385299586,8.58951385299586,154.551587301587,154.191587301587,0.0376218415896474,0.0375923697626366
"2002-11-01","Cancer",491,491,6.19644412779452,6.19644412779452,-38.5297619047619,-39.2497619047619,-0.071093245922822,-0.0721834758454722,46112,46112,10.7388284987992,10.7388284987992,381.9126984127,381.9126984127,0.00713708217595155,0.00713708217594977
"2002-11-01","COVID-19",51,51,3.93182563272433,3.93182563272433,40.2222222222222,35.2539285714285,-0.00297626884458113,-0.00360506604552979,0,0,-Inf,-Inf,206.109126984127,163.051646825397,NA,NA
"2002-11-01","Diabetes",71,71,4.26267987704132,4.26267987704132,1.73015873015872,1.63154761904762,0.0180203035962778,0.0194489163483249,6049,6049,8.70764824810691,8.70764824810691,136.843253968254,135.481408730158,0.0237707835224779,0.0236209077718357
"2002-11-01","Heart",228,228,5.42934562895444,5.42934562895444,32.6011904761905,31.9440873015873,0.145166194988328,0.142949024996386,62847,62847,11.0484584801823,11.0484584801823,1655.33134920635,1655.33134920635,0.0263145295537477,0.0263145295537477
"2002-11-01","Homicide",489,489,6.19236248947487,6.19236248947487,-85.436507936508,-89.6854365079365,-0.140664412665365,-0.149035329428632,1441,1441,7.27309259599952,7.27309259599952,33.8392857142858,33.8392857142856,0.0243551167406242,0.0243551167406242
"2002-11-01","Influenza",46,46,3.8286413964891,3.8286413964891,22.3948412698413,21.8437301587302,0.205659530592779,0.204531596930607,5028,5028,8.52277756971014,8.52277756971014,186.30753968254,186.30753968254,0.0326106816954326,0.0326106816954308
"2002-11-01","Overdose",134,134,4.89783979995091,4.89783979995091,4.67658730158732,4.3165873015873,0.0178325358287204,0.0166606779811689,1905,1905,7.5522372875608,7.5522372875608,147.751984126984,147.985416666667,0.0605979822635678,0.0625367442854508
"2002-11-01","Respiratory Diseases",54,54,3.98898404656427,3.98898404656427,5.73809523809524,5.51650793650794,0.0994864861900999,0.0980645652279439,10039,10039,9.21423278669153,9.21423278669153,494.242063492064,494.242063492064,0.0528997427289521,0.0528997427289521
"2002-11-01","STDs",162,162,5.08759633523238,5.08759633523238,-21.1984126984127,-21.2071626984127,-0.108041491492448,-0.108075699419655,1148,1148,7.04577657687951,7.04577657687951,1.9007936507935,1.9007936507935,0.014679743133164,0.014679743133164
"2002-11-01","Stroke",164,164,5.0998664278242,5.0998664278242,7.89484126984127,7.81722222222223,0.0498513580741315,0.0490059506098888,13393,13393,9.50248746138712,9.50248746138712,-17.4047619047615,-17.4047619047615,-0.00270757564971547,-0.00270757564971547
"2002-11-01","Suicide",231,231,5.44241771052179,5.44241771052179,4.96825396825398,4.96825396825395,0.0304778823742344,0.0304778823742344,2481,2481,7.8164169836918,7.8164169836918,124.769841269841,124.769841269841,0.0294043872092047,0.0294043872092056
"2002-11-01","Terrorism",1000,1000,6.90775527898214,6.90775527898214,79.3769841269842,10.1388888888888,0.0961926310364305,0.0749349675140358,0,0,-Inf,-Inf,3.54761904761905,2.18047619047619,NA,NA
"2002-11-01","Traffic Accidents",118,118,4.77068462446567,4.77068462446567,-31.1051587301587,-31.1051587301587,-0.218680276000815,-0.218680276000815,3881,3881,8.26384813136891,8.26384813136891,-49.5972222222222,-49.5972222222222,-0.00730744970416453,-0.00730744970416453
"2002-12-01","Alzheimers",54,54,3.98898404656427,3.98898404656427,-11.3511904761905,-11.857380952381,-0.198781197010684,-0.201765291758545,6040,6040,8.70615929092886,8.70615929092886,-79.4920634920636,-79.9520238095229,0.0175207074311015,0.0173729276524366
"2002-12-01","Cancer",508,508,6.23048144757848,6.23048144757848,14.1785714285714,14.1785714285714,0.0285361601581657,0.0285361601581657,47952,47952,10.7779557895564,10.7779557895564,-175.208333333336,-175.208333333336,-0.00259749545996613,-0.00259749545996613
"2002-12-01","COVID-19",55,55,4.00733318523247,4.00733318523247,30.5694444444445,29.6031547619048,0.0820773813302407,0.0819455150193549,0,0,-Inf,-Inf,111.815476190476,111.815476190476,NA,NA
"2002-12-01","Diabetes",83,83,4.4188406077966,4.4188406077966,16.9365079365079,16.8870238095238,0.215349684799877,0.21466555999592,6692,6692,8.80866806210672,8.80866806210672,-3.92658730158655,-4.28418650793719,0.0021333427636403,0.00206349352444768
"2002-12-01","Heart",199,199,5.29330482472449,5.29330482472449,-32.4821428571429,-32.5097817460317,-0.156399642087829,-0.156500892427339,69131,69131,11.1437585343345,11.1437585343345,-512.811507936509,-512.811507936509,-0.0151389348557114,-0.0151389348557114
"2002-12-01","Homicide",456,456,6.12249280951439,6.12249280951439,-40.6527777777778,-40.0763888888889,-0.0929780393040707,-0.0906609784064516,1458,1458,7.2848209125686,7.2848209125686,-33.3472222222224,-33.3472222222222,-0.0244239622381546,-0.0244239622381546
"2002-12-01","Influenza",94,94,4.54329478227,4.54329478227,43.2400793650794,43.2075793650794,0.560013978787687,0.559929727775132,6036,6036,8.70549681988774,8.70549681988774,-368.50992063492,-362.539920634921,-0.0832712509242306,-0.082682562373197
"2002-12-01","Overdose",129,129,4.85981240436167,4.85981240436167,-16.1349206349206,-16.1349206349206,-0.109974496832863,-0.109974496832864,1817,1817,7.50494206839617,7.50494206839617,-207.049603174603,-209.542361111111,-0.0857833006221043,-0.0860747476383104
"2002-12-01","Respiratory Diseases",48,48,3.87120101090789,3.87120101090789,-9.53769841269841,-9.57210317460318,-0.192115232080245,-0.192383737115693,11116,11116,9.3161407908624,9.3161407908624,-786.117063492064,-786.117063492064,-0.056173399121473,-0.056173399121473
"2002-12-01","STDs",216,216,5.37527840768417,5.37527840768417,46.7043650793651,46.7043650793651,0.227996144508451,0.227996144508451,1246,1246,7.1276936993474,7.1276936993474,34.5535714285716,34.5535714285716,0.00389348561218394,0.00389348561218394
"2002-12-01","Stroke",140,140,4.9416424226093,4.9416424226093,-12.7896825396825,-13.0265277777778,-0.0776275841263523,-0.0803138650202451,15016,15016,9.61687157826634,9.61687157826634,552.541666666666,552.541666666664,0.031081140353308,0.031081140353308
"2002-12-01","Suicide",236,236,5.46383180502561,5.46383180502561,-4.26190476190479,-4.26190476190476,-0.0235701866301108,-0.0235701866301117,2427,2427,7.7944112057266,7.7944112057266,-10.1825396825398,-13.5501587301587,-0.00447261073657401,-0.00597164423492647
"2002-12-01","Terrorism",854,854,6.74993119378857,6.74993119378857,-122.194444444444,-138.408630952381,-0.169626414152583,-0.176484398530673,0,0,-Inf,-Inf,-0.515873015873016,-0.515873015873016,NA,NA
"2002-12-01","Traffic Accidents",131,131,4.87519732320115,4.87519732320115,8.81944444444446,8.72944444444444,0.094207458586193,0.092440644874217,3997,3997,8.29329935871132,8.29329935871132,192.156746031746,192.156746031746,0.0521235605964065,0.0521235605964065
"2003-01-01","Alzheimers",93,93,4.53259949315326,4.53259949315326,32.3412698412698,32.3412698412698,0.467074043081989,0.46707404308199,6197,6197,8.73182058296211,8.73182058296211,-258.293650793651,-197.621190476191,-0.0245659318057232,-0.0199398709026664
"2003-01-01","Cancer",484,484,6.18208490671663,6.18208490671663,-20.0178571428572,-20.0178571428571,-0.0421399995421323,-0.0421399995421332,48109,48109,10.781224548778,10.781224548778,-460.041666666664,-404.796904761904,-0.00898590041892611,-0.00793277567872153
"2003-01-01","COVID-19",59,59,4.07753744390572,4.07753744390572,24.1547619047618,24.1210119047619,0.0897064827146927,0.0897017261732298,0,0,-Inf,-Inf,97.2559523809523,97.2559523809525,NA,NA
"2003-01-01","Diabetes",113,113,4.72738781871234,4.72738781871234,18.9960317460317,19.0152976190476,0.191533267639533,0.192045831786085,6864,6864,8.8340456411678,8.8340456411678,-183.208333333334,-183.565932539682,-0.0241169978551685,-0.0241868470943594
"2003-01-01","Heart",220,220,5.39362754635236,5.39362754635236,26.9464285714286,26.9464285714286,0.134847442356518,0.134847442356518,70162,70162,11.1585621329111,11.1585621329111,-1573.83928571428,-1265.08785714285,-0.0243907360960129,-0.0204422209507236
