"ResultId","WordLength","Date","Journal","Risk","Year","Focus","Facts.Causes","Facts.Mitigation","Facts.Populations","Framing.Causes","Framing.Mitigation","Framing.Solutions","Framing.Populations","Sentiment","Threat","Demographics"
"urn:contentItem:3W7H-6FC0-00J2-302N-00000-00",2560,"1999-04-11 00:00:00+00:00","Star Tribune","Alzheimer",1999,"Mentions once","Not mentioned and not implied","Innovations/Technology","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","4","6",""
"urn:contentItem:3YBK-D420-000W-61VM-00000-00",493,"2000-01-15 00:00:00+00:00","Tampa Bay Times","Alzheimer",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-2","5",""
"urn:contentItem:4175-BWT0-00MH-F3SX-00000-00",662,"2000-09-18 00:00:00+00:00","New York Times","Alzheimer",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","0","5",""
"urn:contentItem:4199-5WN0-00MH-F35G-00000-00",67,"2000-09-28 00:00:00+00:00","New York Times","Alzheimer",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4044-G360-000W-623W-00000-00",99,"2000-04-25 00:00:00+00:00","Tampa Bay Times","Alzheimer",2000,"Slightly","Not mentioned and not implied","Community solutions","Not mentioned and not implied","Not mentioned and not implied","60","80","Mostly collective","4","3",""
"urn:contentItem:40SS-XGT0-00MH-F0YV-00000-00",100,"2000-07-22 00:00:00+00:00","New York Times","Alzheimer",2000,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:44HT-K010-010G-136R-00000-00",985,"2001-11-26 00:00:00+00:00","Tampa Bay Times","Alzheimer",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only collective","0","1",""
"urn:contentItem:43FM-RJP0-0109-T0FD-00000-00",1287,"2001-07-08 00:00:00+00:00","New York Times","Alzheimer",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:4315-CPB0-010G-12SP-00000-00",1006,"2001-04-29 00:00:00+00:00","Tampa Bay Times","Alzheimer",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Demographics: [Age = elderly]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-4","7",""
"urn:contentItem:44HP-H2F0-0109-T2W3-00000-00",82,"2001-11-26 00:00:00+00:00","New York Times","Alzheimer",2001,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:42V2-33Y0-010G-1200-00000-00",517,"2001-04-05 00:00:00+00:00","Tampa Bay Times","Alzheimer",2001,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:45PB-C9H0-01CN-H4HT-00000-00",213,"2002-04-28 00:00:00+00:00","New York Times","Alzheimer",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-4","7",""
"urn:contentItem:45GT-2860-01CN-H43P-00000-00",1128,"2002-04-02 00:00:00+00:00","New York Times","Alzheimer",2002,"Mostly","['Not mentioned and not implied']","['Policy', 'Innovations/Technology']","['Age = elderly']","Not mentioned and not implied","40","60","Mostly collective","-8","9",""
"urn:contentItem:45NP-9600-01CN-H3C5-00000-00",95,"2002-04-25 00:00:00+00:00","New York Times","Alzheimer",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","4","2",""
"urn:contentItem:479B-PTK0-01DF-Y3J3-00000-00",844,"2002-11-17 00:00:00+00:00","Tampa Bay Times","Alzheimer",2002,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:45N3-R4M0-00J2-342P-00000-00",406,"2002-04-20 00:00:00+00:00","Star Tribune","Alzheimer",2002,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:494C-BJK0-00J2-32C1-00000-00",5140,"2003-07-22 00:00:00+00:00","Star Tribune","Alzheimer",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:49WP-M6R0-01DF-Y4WR-00000-00",246,"2003-10-29 00:00:00+00:00","Tampa Bay Times","Alzheimer",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:48WJ-55P0-00J2-353P-00000-00",2910,"2003-06-20 00:00:00+00:00","Star Tribune","Alzheimer",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4B96-MBP0-00J2-317M-00000-00",3949,"2003-12-23 00:00:00+00:00","Star Tribune","Alzheimer",2003,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:49N6-YDC0-01KN-23SH-00000-00",173,"2003-09-30 00:00:00+00:00","New York Times","Alzheimer",2003,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4D9W-K740-00J2-354W-00000-00",12150,"2004-09-12 00:00:00+00:00","Star Tribune","Alzheimer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4D5N-K7V0-00J2-337B-00000-00",5454,"2004-08-25 00:00:00+00:00","Star Tribune","Alzheimer",2004,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4D0Y-PNK0-00J2-30XC-00000-00",4947,"2004-08-02 00:00:00+00:00","Star Tribune","Alzheimer",2004,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4C71-8VR0-00J2-320G-00000-00",4882,"2004-04-22 00:00:00+00:00","Star Tribune","Alzheimer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4BDV-3JY0-00J2-32J0-00000-00",4920,"2004-01-09 00:00:00+00:00","Star Tribune","Alzheimer",2004,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4GHS-TW60-01DF-Y3NN-00000-00",663,"2005-07-01 00:00:00+00:00","Tampa Bay Times","Alzheimer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0 Neutral","1 Not at all",""
"urn:contentItem:4H5M-GB30-TW8F-G2WS-00000-00",412,"2005-09-23 00:00:00+00:00","New York Times","Alzheimer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","4",""
"urn:contentItem:4HPB-MDP0-TW8F-G14F-00000-00",603,"2005-12-01 00:00:00+00:00","New York Times","Alzheimer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-3","3",""
"urn:contentItem:4FHJ-VDD0-TW8F-G20K-00000-00",73,"2005-02-19 00:00:00+00:00","New York Times","Alzheimer",2005,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","4",""
"urn:contentItem:4FCJ-8C50-00J2-33G3-00000-00",5924,"2005-01-28 00:00:00+00:00","Star Tribune","Alzheimer",2005,"Mentions once","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-3","7",""
"urn:contentItem:4J8B-83N0-TW8F-G306-00000-00",54,"2006-02-14 00:00:00+00:00","New York Times","Alzheimer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","1",""
"urn:contentItem:4M73-CWP0-TX4Y-71S8-00000-00",371,"2006-10-28 00:00:00+00:00","Tampa Bay Times","Alzheimer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Age = elderly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-8","8",""
"urn:contentItem:4JMC-HG30-TW8F-G373-00000-00",1221,"2006-04-02 00:00:00+00:00","New York Times","Alzheimer",2006,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4SJN-1BC0-TX2T-W1BV-00000-00",13136,"2006-07-23 00:00:00+00:00","Star Tribune","Alzheimer",2006,"Not at all","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4SJM-X290-TX2T-W0FV-00000-00",15923,"2006-12-31 00:00:00+00:00","Star Tribune","Alzheimer",2006,"Not at all","['Not mentioned and not implied']","['Not mentioned and not implied']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:4MX8-Y110-TX4Y-72BN-00000-00",2485,"2007-01-25 00:00:00+00:00","Tampa Bay Times","Alzheimer",2007,"Slightly","Not mentioned and not implied","['Community solutions']","Not mentioned and not implied","Not mentioned and not implied","50","80","Mostly collective","-1","5",""
"urn:contentItem:4NM5-4820-TW8F-G3B0-00000-00",154,"2007-04-30 00:00:00+00:00","New York Times","Alzheimer",2007,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","3","4",""
"urn:contentItem:4SJ7-MNW0-TX2T-W0JC-00000-00",2977,"2007-05-25 00:00:00+00:00","Star Tribune","Alzheimer",2007,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4NN1-9V10-TX4Y-720V-00000-00",212,"2007-04-30 00:00:00+00:00","Tampa Bay Times","Alzheimer",2007,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4SJN-1BC0-TX2T-W1MY-00000-00",13913,"2007-04-15 00:00:00+00:00","Star Tribune","Alzheimer",2007,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4V59-DHX0-TX4Y-70R5-00000-00",3484,"2008-12-16 00:00:00+00:00","Tampa Bay Times","Alzheimer",2008,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:4V4F-HRT0-TX2T-W1JM-00000-00",3565,"2008-12-08 00:00:00+00:00","Star Tribune","Alzheimer",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1 Not at all",""
"urn:contentItem:4RM1-XST0-TX31-W0D2-00000-00",828,"2008-01-17 00:00:00+00:00","USA Today","Alzheimer",2008,"Slightly","Not mentioned and not implied","Community solutions","Not mentioned and not implied","Not mentioned and not implied","10","0","Mostly individual","-8","9",""
"urn:contentItem:4SJN-1BC0-TX2T-W1GB-00000-00",6866,"2008-05-07 00:00:00+00:00","Star Tribune","Alzheimer",2008,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","7",""
"urn:contentItem:4T3D-WPK0-TW8F-G0VP-00000-00",102,"2008-07-29 00:00:00+00:00","New York Times","Alzheimer",2008,"Mentions once","Not mentioned and not implied","Medication","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-8","8",""
"urn:contentItem:7VGY-4MF1-2PBB-20D9-00000-00",880,"2009-04-20 00:00:00+00:00","New York Times","Alzheimer",2009,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7WRP-BF20-Y8TC-S2B2-00000-00",1203,"2009-09-30 00:00:00+00:00","New York Times","Alzheimer",2009,"Slightly","['Not mentioned and not implied']","['Not mentioned and not implied']","['Gender = male', 'Age = adults']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-8","9",""
"urn:contentItem:7VG9-5M81-2PBB-216W-00000-00",577,"2009-04-17 00:00:00+00:00","New York Times","Alzheimer",2009,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","2",""
"urn:contentItem:7V08-J130-Y9NW-H2S7-00000-00",3760,"2009-02-10 00:00:00+00:00","Tampa Bay Times","Alzheimer",2009,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7VWS-VS90-Y9NW-H4B8-00000-00",578,"2009-06-09 00:00:00+00:00","Tampa Bay Times","Alzheimer",2009,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7YFV-HND1-2R4P-F028-00000-00",899,"2010-05-13 00:00:00+00:00","Star Tribune","Alzheimer",2010,"Mentions once","Genetic","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","5",""
"urn:contentItem:7YNX-76J0-Y9NW-H06K-00000-00",810,"2010-06-11 00:00:00+00:00","Tampa Bay Times","Alzheimer",2010,"Mentions once","Not mentioned and not implied","Medication","Age = elderly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","3",""
"urn:contentItem:511H-B5R1-DXY4-X174-00000-00",1093,"2010-09-16 00:00:00+00:00","New York Times","Alzheimer",2010,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:7XHW-D811-2PBB-24MD-00000-00",328,"2010-01-12 00:00:00+00:00","New York Times","Alzheimer",2010,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","3",""
"urn:contentItem:50VK-YDH1-DXY4-X02N-00000-00",1195,"2010-08-24 00:00:00+00:00","New York Times","Alzheimer",2010,"Mostly","Not mentioned and not implied","['Medication', 'Innovations/Technology']","Not mentioned and not implied","Not mentioned and not implied","10","80","Mostly collective","-8","9",""
"urn:contentItem:546Y-D301-JCBJ-Y1WW-00000-00",488,"2011-11-06 00:00:00+00:00","Tampa Bay Times","Alzheimer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5257-V4D1-DYRH-94JJ-00000-00",338,"2011-02-11 00:00:00+00:00","Star Tribune","Alzheimer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5433-S2X1-JCBJ-Y1YS-00000-00",1994,"2011-10-22 00:00:00+00:00","Tampa Bay Times","Alzheimer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-9","9",""
"urn:contentItem:54K8-HT11-JC8F-K11P-00000-00",391,"2011-12-24 00:00:00+00:00","Star Tribune","Alzheimer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:52JV-PV51-JCBJ-Y0DB-00000-00",781,"2011-04-07 00:00:00+00:00","Tampa Bay Times","Alzheimer",2011,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","[Age = elderly]","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","6",""
"urn:contentItem:5727-S6B1-JCBJ-Y4MS-00000-00",4335,"2012-11-07 00:00:00+00:00","Tampa Bay Times","Alzheimer",2012,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:57B2-6831-DYRH-923J-00000-00",667,"2012-12-18 00:00:00+00:00","Star Tribune","Alzheimer",2012,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","1","1",""
"urn:contentItem:57BJ-KR61-JCBJ-Y2SX-00000-00",481,"2012-12-24 00:00:00+00:00","Tampa Bay Times","Alzheimer",2012,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:57C1-C1X1-DYTM-N529-00000-00",978,"2012-12-23 00:00:00+00:00","Tampa Bay Times","Alzheimer",2012,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:56CV-NBT1-DXY4-X34J-00000-00",1215,"2012-08-21 00:00:00+00:00","New York Times","Alzheimer",2012,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:583D-1DV1-DXY4-X4D4-00000-00",994,"2013-03-31 00:00:00+00:00","New York Times","Alzheimer",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:59NK-J491-DYTM-N2X4-00000-00",3454,"2013-10-25 00:00:00+00:00","Tampa Bay Times","Alzheimer",2013,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:592R-7Y91-DYRH-904D-00000-00",1767,"2013-08-05 00:00:00+00:00","Star Tribune","Alzheimer",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:59P1-RDJ1-DXY4-X3HR-00000-00",219,"2013-10-27 00:00:00+00:00","New York Times","Alzheimer",2013,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","5","2",""
"urn:contentItem:5BJN-RS91-JC8F-K01G-00000-00",5462,"2013-05-07 00:00:00+00:00","Star Tribune","Alzheimer",2013,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5BXP-6S01-DYRH-901M-00000-00",23627,"2014-04-06 00:00:00+00:00","Star Tribune","Alzheimer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5BTR-PKN1-JBG3-6064-00000-00",735,"2014-03-25 00:00:00+00:00","New York Times","Alzheimer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0 Neutral","1",""
"urn:contentItem:5B86-0NV1-JBG3-63T5-00000-00",765,"2014-01-11 00:00:00+00:00","New York Times","Alzheimer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5BB5-5FV1-JCBJ-Y08S-00000-00",712,"2014-01-20 00:00:00+00:00","Tampa Bay Times","Alzheimer",2014,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","8",""
"urn:contentItem:5DCR-52C1-DYTM-N1MW-00000-00",854,"2014-10-17 00:00:00+00:00","Tampa Bay Times","Alzheimer",2014,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5FK5-5B61-JBG3-61YF-00000-00",854,"2015-03-23 00:00:00+00:00","New York Times","Alzheimer",2015,"Mentions once","['Lifestyle']","['Diet']","['Not mentioned and not implied']","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:5H99-KXT1-DYRH-955V-00000-00",5469,"2015-11-03 00:00:00+00:00","Star Tribune","Alzheimer",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5FF2-GCN1-JBKK-539P-00000-00",241,"2015-03-03 00:00:00+00:00","New York Times","Alzheimer",2015,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly collective","-3","7",""
"urn:contentItem:5H04-RS51-JC8F-K18S-00000-00",3426,"2015-09-18 00:00:00+00:00","Star Tribune","Alzheimer",2015,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-5","5",""
"urn:contentItem:5HD3-7D61-DYRH-953H-00000-00",24665,"2015-11-15 00:00:00+00:00","Star Tribune","Alzheimer",2015,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5KPR-BS81-DXY4-X29C-00000-00",432,"2016-09-15 00:00:00+00:00","New York Times","Alzheimer",2016,"Mostly","Not mentioned and not implied","Community solutions, Not mentioned and not implied","Age=elderly, SES=Not mentioned, Gender=Not mentioned, Race=Not mentioned","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","-5","7",""
"urn:contentItem:5N0T-GYR1-DXY4-X01V-00000-00",617,"2016-11-23 00:00:00+00:00","New York Times","Alzheimer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","0","1",""
"urn:contentItem:5J21-NPR1-JBG3-60P0-00000-00",252,"2016-02-09 00:00:00+00:00","New York Times","Alzheimer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Mostly individual","0","1",""
"urn:contentItem:5JR7-3JX1-JBG3-64TT-00000-00",1342,"2016-05-09 00:00:00+00:00","New York Times","Alzheimer",2016,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:5KG9-3WP1-JC8F-K4FP-00000-00",21426,"2016-08-14 00:00:00+00:00","Star Tribune","Alzheimer",2016,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-8","3",""
"urn:contentItem:5PYC-2491-DXY4-X3YJ-00000-00",1417,"2017-11-14 00:00:00+00:00","New York Times","Alzheimer",2017,"Not at all","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Both","0","1",""
"urn:contentItem:5R1Y-KJ61-DXY4-X02P-00000-00",1026,"2017-11-26 00:00:00+00:00","New York Times","Alzheimer",2017,"Slightly","Not mentioned and not implied","Not mentioned and not implied","Gender = female, Age = elderly","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","0","4",""
"urn:contentItem:5P5S-SWJ1-DYRH-92JM-00000-00",19730,"2017-07-30 00:00:00+00:00","Star Tribune","Alzheimer",2017,"Mentions once","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Not mentioned and not implied","Only individual","-2","4",""
